1girl,1个女性
former_capital,前首都
cinderella_(grimm)_(cosplay),灰姑娘（Grimm）（角色扮演）
nishihama_middle_school_uniform,Nishihama中学校服
tsunagi_first_middle_school_uniform,Tsunagi第一读中学校服
long_fall_boots,长秋靴
cutie_honey_(character)_(cosplay),可爱的蜂蜜（角色）（角色扮演）
takamaki_anne_(cosplay),高马木安妮（角色扮演）
adjusting_sleeves,调整袖子
acorn_hair_ornament,橡子发饰
rolled_up_newspaper,卷起报纸
maetenkan,Maetenkan
general_dynamics_lwmmg,通用动力学LWMMG
tulip_(idolmaster),郁金香（iDolmaster）
zun_hat,Zun帽子
relief,宽慰
hot_dog_bun,热狗面包
necromorph,坏死
nose_tape,鼻子胶带
gingerbread_cookie,姜饼饼干
cryptid,加密
male_pregnancy,男性怀孕
figure_stage,图阶段
kaga_(aircraft_carrier),Kaga（航空母舰）
tonight_at_the_ligne_droite_(umamusume),今晚在Ligne Droite（Umamusume）
venus_chain_(sailor_moon),金星链（水手月亮）
san_(mononoke_hime)_(cosplay),San（Mononoke Hime）（角色扮演）
vergil_(devil_may_cry)_(cosplay),Vergil（魔鬼可能会哭）（角色扮演）
sanya_v._litvyak_(cosplay),Sanya诉Litvyak（角色扮演）
ushiwakamaru_(fate)_(cosplay),Ushiwakamaru（命运）（角色扮演）
clutter,混乱
chinese_spoon,中国汤匙
on_ceiling,在天花板上
type_speed,类型速度
tenor_saxophone,男高音萨克斯管
hirasawa_yui_(cosplay),Hirasawa Yui（角色扮演）
nadia_la_arwall_(cosplay),Nadia La Arwall（角色扮演）
thumbs_in_pockets,口袋里的大拇指
single_hair_tube,单发管
kangaroo_girl,袋鼠女孩
broken_finger,手指折断
minnie_mouse_(cosplay),Minnie Mouse（角色扮演）
obligation_chocolate,义务巧克力
queen_of_hearts_symbol,皇后符号
shinsoku_ikkon_(idolmaster),Shinsoku Ikkon（Idolmaster）
the_world_(tarot),世界（塔罗牌）
patio,露台
wing_piercing,机翼刺穿
insect_on_head,昆虫的头部
cum_in_shoe,暨鞋
desire_driver,欲望驱动程序
lion_hood,狮子罩
alchemist,炼金术士
holding_organ,持有器官
mouse_hair_ornament,鼠标发饰
snowman_costume,雪人服装
tiger_panties,老虎内裤
blue_curtain,蓝色窗帘
thai_clothes,泰国衣服
griddle,烤肉
kill_la_kill_final_episode_scissor_blade_relay_(meme),杀死La Kill最后一集Scissor Blade Relay（Meme）
clinic,诊所
estus_flask,Estus烧瓶
salad_bowl,沙拉碗
two_of_hearts,两个心
wall_crash,墙壁崩溃
tail_garter,尾吊袜带
double_bikini,双比基尼
petals_in_mouth,花瓣在嘴里
foil,挫败
verniy_(kancolle)_(cosplay),Verniy（Kancolle）（角色扮演）
blue_garter_straps,蓝色吊袜带皮带
transparent_horns,透明的角
animal_earmuffs,动物耳罩
on_ball,在球上
curry_bread,咖喱面包
lattice_mast,晶格桅杆
latex_corset,乳胶紧身胸衣
navigator,航海家
sa-3_mozambique,SA-3莫桑比克
etorofu_(kancolle)_(cosplay),Etorofu（Kancolle）（角色扮演）
junko_(touhou)_(cosplay),Junko（Touhou）（角色扮演）
xbox_series_x,Xbox系列X
maru-yu_(kancolle)_(cosplay),Maru-Yu（Kancolle）（角色扮演）
broken_teeth,牙齿折断
frontal_wedgie,额叶
banister,栏杆
faux_text,人造文字
elephant_hat,大象帽子
holding_paper_airplane,拿着纸飞机
e-liter_4k_(splatoon),电子级4K（Splatoon）
lamborghini_countach,兰博基尼伯爵夫人
angela_balzac_(cosplay),Angela Balzac（角色扮演）
ronin,罗宁
pedestrian_crossing_sign,行人交叉标志
graphic_equalizer,图形均衡器
thrown,扔
panties_under_bodysuit,紧身衣裤下的内裤
pyrefly,pyrefly
help,帮助
power_drill,动力钻
object_on_bulge,对象在凸起
houshou_(kancolle)_(cosplay),Houshou（Kancolle）（角色扮演）
gari_gari-kun,Gari Gari-Kun
tank_truck,油罐车
igawa_sakura_(cosplay),伊瓜樱（Cosplay）
placenta_(sidonia_no_kishi),胎盘（Sidonia no Kishi）
sailor_chibi_moon_(cosplay),水手赤壁月亮（角色扮演）
ramp,坡道
auditorium,礼堂
clone_trooper,克隆士兵
glorybringer_(granblue_fantasy)_(cosplay),Glorybringer（Granblue Fantasy）（角色扮演）
stamp-sheet,邮票表
dragon_empery_(emblem),Dragon Empery（标志）
empire_state_building,帝国大厦
telepathic_sex,心灵感应性
purumia,purumia
catch,抓住
kayaba_ka-1,kayaba ka-1
wriggle_nightbug_(cosplay),蠕动夜总会（角色扮演）
two-tone_tail,两色调的尾巴
zawa_(onomatopoeia),Zawa（拟声道）
smoke_ring,烟环
dum_sticky_note,DUM粘性音符
padded_walls,填充的墙壁
illumination,照明
cure_pine_(cosplay),固化松木（cosplay）
binding_blade_(weapon),绑定刀片（武器）
saboten_pose,Saboten姿势
lorum_piercing,lorum刺穿
kokkoro_(princess_connect!)_(cosplay),Kokkoro（公主连接！）（角色扮演）
mab_pa-15,mab pa-15
miyamoto_musashi_(swimsuit_berserker)_(fate)_(cosplay),Miyamoto Musashi（泳装狂战士）（命运）（角色扮演）
nearly_naked_coat,几乎裸露的外套
kijiyama_north_high_school,基耶山北高中
guan_hat,关帽子
heart_bubbles,心泡
city_below,下面的城市
ribeyrolles_1918,Ribeyrolles 1918
philippines,菲律宾
matatabi_(flower),matatabi（花）
blue_track_suit,蓝色轨道西装
hasshaku-sama_(cosplay),hasshaku-sama（角色扮演）
slamming_door,猛击门
winged_animal,有翼动物
pecorine_(princess_connect!)_(cosplay),Pecorine（公主连接！）（角色扮演）
alice-type_underwear,爱丽丝型内衣
high_braid,高辫子
magic_research,魔术研究
undone_ascot,撤消Ascot
lariat,lariat
doreking,Doreking
fengguan,狂热者
rolled_up_paper,卷起纸
tsuutenkaku,tsuutenkaku
su-57,SU-57
netsuke,Netsuke
nationale_volksarmee,国家Volksarmee
unajuu_(food),unajuu（食物）
sakura_futaba_(cosplay),Sakura Futaba（角色扮演）
mei_(overwatch)_(cosplay),梅（守望先锋）（角色扮演）
b-2_spirit,B-2精神
sennin_mode,Sennin模式
amusphere,amusphere
forehead_writing,额头写作
forge,锻造
fire_dragon_(inazuma_eleven),火龙（Inazuma十一）
turkish_flag,土耳其国旗
scarlet_macaw,猩红色的金刚鹦鹉
akms,akms
intercom,对讲
chinchilla_(animal),龙猫（动物）
holes,孔
prehensile_toes,脚趾
mk_14_ebr,MK 14 EBR
triple_action_thunder,三重动作雷声
phantom_thief,幻影小偷
two_soyjaks_pointing_(meme),两个大豆指向（模因）
olympus_(apex_legends),奥林巴斯（Apex Legends）
ooyodo_(kancolle)_(cosplay),Ooyodo（Kancolle）（角色扮演）
kamikaze_(kancolle)_(cosplay),Kamikaze（Kancolle）（角色扮演）
the_sun_(tarot),太阳（塔罗牌）
heart-shaped_breath,心形呼吸
cut-away,削减
broken_fence,栅栏折断
rhombus,菱形
operating_table,操作台
ciao_churu,Ciao Churu
shoveling,铲
bloomers_on_head,盛在头上
pi_(math),pi（数学）
white_leg_warmers,白腿暖手
novel_(object),小说（对象）
ghost_driver,幽灵司机
training_room,训练室
route_66,66号公路
chocoboo,chocoboo
meiko_(cosplay),Meiko（角色扮演）
clothes_gagged,衣服堵了
giant_squid,巨型鱿鱼
blowtorch,喷灯
casteliacone,卡斯特利亚酮
bunny_eyepatch,兔子眼科
support,支持
exposed_brain,暴露的大脑
candy_jar,糖果罐
living_shadow,活影子
purple_tunic,紫色上衣
pencil_to_face,铅笔面对
covering_body,覆盖身体
ethan_(pokemon)_(cosplay),Ethan（Pokemon）（角色扮演）
batten_japari_dan,Batten Japari Dan
leopard_2,豹2
ten_of_hearts,十个心
triple_vertical_stripe,三重垂直条纹
augma,奥格玛
plesiosaur,Plesiosaur
fairy_(girls'_frontline),童话（女孩的前线）
sponge_cake,海绵蛋糕
sweets_lingerie,甜食内衣
grey_pajamas,灰色睡衣
bead_belt,珠皮带
indonesia,印度尼西亚
skinny_jeans,紧身牛仔裤
bursting,破裂
fim-92_stinger,FIM-92毒刺
red_innertube,红色内文化管
cinders,煤渣
missiles,导弹
green_trim,绿色饰边
courtyard,庭院
turkey_leg,土耳其的腿
intertwined_hair,交织的头发
giga_drill_break,GIGA钻头休息
brown_pajamas,棕色睡衣
leather_bag,皮革包
linked_gag,链接的插科打
diving_board,跳水台
licking_another's_lips,舔另一个的嘴唇
wonderful_magic_(idolmaster),奇妙的魔术（偶像司机）
barbarian_set_(zelda),野蛮人套装（Zelda）
burnt_hair,灼热的头发
candy_island_(idolmaster),糖果岛（iDolmaster）
frilled_pants,褶皱裤子
pink_lipstick_tube,粉红色的唇膏管
mechanical_bull,机械牛
nakoruru_(cosplay),Nakoruru（角色扮演）
pop_tab,流行选项卡
green_hill_zone,绿山区
road_bicycle,路自行车
print_(medium),印刷（中）
ghost_hands,鬼手
blue_blindfold,蓝眼睛
wooden_deck,木制甲板
pomf,pomf
power_tool,电动工具
traffic_cone_on_head,交通锥头
ring_toss,折腾
lewis_gun,刘易斯枪
orange_bloomers,橙色的开花器
thailand,泰国
body_modification,身体修饰
india,印度
peacoat,皮大衣
imageboard,图像板
lure,饵
too_many_dogs,狗太多
fractal,分形
marsh_badge,沼泽徽章
tabletop_rpg,桌面RPG
su-37,su-37
beretta_93r,Beretta 93r
mining,矿业
light_gun,轻枪
fenrir_(vehicle),Fenrir（车辆）
gym_teacher,体育老师
lint_roller,皮棉辊
tifa_lockhart's_sporty_dress,蒂法·洛克哈特（Tifa Lockhart）的运动服
medi_gun,Medi Gun
vacuum_tube,真空管
black_tears,黑色的眼泪
bloated,肿了
swedish_uniform,瑞典制服
gold_one-piece_swimsuit,金一件泳衣
holding_ruler,持有统治者
that's_your_girlfriend_(meme),那是你的女朋友（模因）
shared_sense,共同的感觉
hovercraft,气垫船
wrist_belt,腕带
when_mama_isn't_home_(meme),当妈妈不在家时（模因）
cross-laced_gloves,交叉手套
inugami_korone_(cosplay),inugami korone（角色扮演）
skull_ring,头骨戒指
new_year's_eve,除夕夜
aquarium_tunnel,水族馆隧道
splash_free,飞溅
shantae_(cosplay),Shantae（角色扮演）
trench_knife,沟渠刀
cracking_egg,开裂的鸡蛋
shindou_takuto_(mixi_max_oda_nobunaga),Shindou Takuto（Mixi Max Oda Nobunaga）
venera-sama_(cosplay),Venera-sama（角色扮演）
torn_tabard,撕裂的塔巴德
writing_on_hand,手头写作
french_army,法国军队
argentinian_flag,阿根廷国旗
too_many_eyes,眼睛太多
inconvenient_ass,不便的屁股
grey_nipples,灰色乳头
brown_sarong,布朗围裙
collared_bikini,领比基尼
red_card,红牌
bonesaw,骨锯
ripple_star,波纹明星
angel_(kof)_(cosplay),天使（KOF）（角色扮演）
stutter,口吃
austrian_flag,奥地利国旗
yoke,轭
inflating,充气
foot_wraps,脚包裹
pogchamp,Pogchamp
pokestop,PokeStop
pirozhki,pirozhki
tabako-bon,塔巴科邦
drillhorn_sword,DrillHorn Sword
flash_suppressor,闪光抑制器
paratrooper,伞兵
avtechno!,Avtechno！
kono_dio_da_(meme),kono dio da（模因）
fur_sweater,皮毛毛衣
waha~,哇
zero_one_driver,零一个驱动程序
twitter_verified_checkmark,Twitter验证了检查标记
pillow_straddling,枕头跨
battlecruiser,巴特列赛
head_removed,头移开
chinpo_ni_wa_katenakatta_yo,chinpo ni wa katenakatta yo
tatsumaki_(cosplay),Tatsumaki（角色扮演）
generator,发电机
pheasant,野鸡
pork_pie_sailor_hat,猪肉馅饼水手帽
i_don't_have_a_single_regret_in_my_life,我一生中没有一个遗憾
dipping,浸渍
pilot_chair,飞行员椅
doma_umaru_(cosplay),Doma Umaru（角色扮演）
cooking_oil,食用油
wing_umbrella,机翼伞
chase!_(love_live!),追赶！ （爱生活！）
blade_of_mercy,怜悯的刀片
bandaged_horns,绷带的角
panther_boy,豹男孩
dobok,多博克
chin_on_palm_challenge,下巴在棕榈挑战赛上
bright_memories_(idolmaster),光明的回忆（偶像崇拜者）
mutsu_(kancolle)_(cosplay),mutsu（kancolle）（角色扮演）
crystallization,结晶
too_much_burger,汉堡太多
apu_spills_his_tendies_(meme),APU洒了他的趋势（模因）
tifa_lockhart's_exotic_dress,蒂法·洛克哈特（Tifa Lockhart）的异国连衣裙
bra_in_mouth,胸罩在嘴里
sports_panties,运动内裤
educational,教育
human_pyramid,人金字塔
bunsen_burner,本森燃烧器
swan_boat,天鹅船
gunkata,gunkata
zipper_bikini,拉链比基尼
glock_18c,格洛克18c
kagemitsu_g4,Kagemitsu G4
air_hockey,空气曲棍球
mayonnaise_bottle,蛋黄酱瓶
desu,desu
yoshizaki_mine_(style),Yoshizaki矿山（风格）
holding_on,坚持
pink_leggings,粉红色的绑腿
upturned_umbrella,上面的雨伞
mclaren_p1,迈凯轮P1
gorogoro_(sfx),Gorogoro（SFX）
booba_(meme),Booba（模因）
umbrella_hair_ornament,雨伞发饰
yellow_bandeau,黄色bandeau
holding_bow_(music),握弓（音乐）
blue_light,蓝光
yakisoba_spill,Yakisoba Spill
kihel_heim_(cosplay),Kihel Heim（角色扮演）
record_jacket,记录夹克
evilblade,邪恶的布莱德
chocolate_cigarette,巧克力香烟
arc_phone,电弧电话
pig_mask,猪面膜
peekaboo,peekaboo
mismatched_horns,不匹配的角
monowheel,MONSOWHEEL
chinchilla_tail,龙猫的尾巴
black_claws,黑爪
cinnamon_stick,肉桂棒
ribbed_hat,肋骨帽子
pill_on_tongue,舌头的药
bifurcated_jaw,下巴分叉
broly_culo_(meme),Broly Culo（模因）
multicolored_butterfly,彩色蝴蝶
crescent_wand,新月形魔杖
holding_tie,保持领带
gingham_legwear,方格汉腿衣
foot_wings,脚翅
insect_pin,昆虫别针
suiseiseki_(cosplay),Suisiseiseki（角色扮演）
landship,陆军
bad_multiple_views,不良的多个视图
shouhou_(kancolle)_(cosplay),Shouhou（Kancolle）（角色扮演）
gunbai,gunbai
packing_peanuts,包装花生
korg,科格
iron_fence,铁栅栏
stone_pillar,石柱
in-ear_earphones,入耳式耳机
mole_on_ear,耳朵上的痣
alfa_romeo,阿尔法·罗密欧（Alfa Romeo）
yorha_type_a_no._2_(cosplay),yorha type a no。 2（角色扮演）
shiny_(module),闪亮（模块）
kaguya_luna_(cosplay),Kaguya Luna（角色扮演）
quiz,测验
white_negligee,白色的negligee
bird_on_lap,鸟在腿上
goldeen_(cosplay),Goldeen（角色扮演）
norwegian_flag,挪威国旗
flogger,鞭ger
stilt_house,高跷房子
fams_(group),FAMS（小组）
stegosaurus,剑龙
circuit,电路
its_not_you_sit_down,它不是你坐下
bismarck_(battleship),Bismarck（战舰）
holding_manga,持有漫画
sleevejob,袖子
azalea_(love_live!),杜鹃花（Love Live！）
lockpick,锁定
shirt_aside,衬衫一边
timpani,蒂姆帕尼
hat_launch,帽子发射
footjob_from_behind,从后面
ukrainian_text,乌克兰文字
pope,教皇
glowing_jewelry,发光的珠宝
beluga_whale,白鲸
t-65_x-wing,T-65 X翼
usami_renko_(cosplay),Usami Renko（角色扮演）
ventriloquism,腹膜
dress_suit,衣服西服
shoving,推
mod_fashion,mod时尚
celery,芹菜
letty_whiterock_(cosplay),Letty Whiterock（角色扮演）
suigyoku_(module),Suigyoku（模块）
dydoe,Dydoe
traits,特质
maple_syrup,枫糖浆
beating,跳动
dimple,酒窝
spy,间谍
swatting,摇摆
manual,手动的
dusting,除尘
photo_booth,照片展台
sos_galactic_patrol,SOS银河巡逻队
mentos,Mentos
raichu_(cosplay),Raichu（角色扮演）
jagdpanther,Jagdpanther
axis_(gundam),轴（Gundam）
ribbon-trimmed_footwear,带状饰面的鞋类
alternate_horns,替代角
animal_on_ass,动物在屁股上
diagonal-striped_bikini,对角条纹比基尼
tirol_chocolate,tirol巧克力
vivid_bikini_(idolmaster),生动的比基尼（iDolmaster）
freudian_slip,弗洛伊德溜冰
grape_vine,葡萄藤
dizzy_(guilty_gear)_(cosplay),头晕（Guilty Gear）（角色扮演）
reactive_armor,反应盔甲
mouse_on_shoulder,鼠标在肩膀上
i-19_(kancolle)_(cosplay),I-19（Kancolle）（角色扮演）
face_hold,脸
foot_on_back,向后脚
tea_stalk,茶叶
finger_on_nose,手指在鼻子上
parking_garage,停车库
assless_swimsuit,无罪的泳衣
collage_background,拼贴背景
transparent_bikini,透明比基尼
too_low_salary,工资太低
energy_whip,能量鞭子
hakama_removed,哈卡马被删除
blue_pussy,蓝猫
two_of_diamonds,两颗钻石
mechanical_skirt,机械裙子
mysterious_eyes_(idolmaster),神秘的眼睛（偶像崇拜者）
nyanpassu~,nyanpassu?
weighing_breasts,称重乳房
hito_komoru_(style),希托·科莫鲁（风格）
kabane,卡巴恩
red_button,红色按钮
umu_(phrase),umu（短语）
king_game,国王游戏
kamado_tanjirou_(cosplay),卡马多坦吉罗（角色扮演）
pink_jumpsuit,粉红色连身裤
imminent_vore,迫在眉睫
yellow_tulip,黄色郁金香
tomorrow_(konosuba),明天（konosuba）
ben-day_dots,本日点
czech_flag,捷克旗
double_eyepatch,双眼手册
g4m,G4M
shoulder_necklace,肩项链
lace-trimmed_shorts,蕾丝修剪短裤
torii_hair_ornament,Torii头发装饰
isis_(terrorist_group),ISIS（恐怖组织）
rei_no_mizugi,rei no mizugi
thanatos_eros_(cosplay),Thanatos Eros（角色扮演）
kotomine_kirei_(cosplay),Kotomine Kirei（角色扮演）
gokou_ruri_(cosplay),Gokou Ruri（角色扮演）
nikon_(company),尼康（公司）
jack_of_hearts,杰克
silk_flower_(genshin_impact),丝绸花（Genshin冲击）
tamamo_cat_(third_ascension)_(fate)_(cosplay),塔莫猫（第三升）（命运）（角色扮演）
satori_day,Satori Day
elizabeth_bathory_(first_ascension)_(fate)_(cosplay),伊丽莎白·巴斯（Elizabeth Bathory）（第一提升）（命运）（角色扮演）
neutrophil,中性粒细胞
writing_on_ass,写屁股
holding_hair_brush,握着发刷
trumpet_boy_(meme),小号男孩（模因）
ahri_(league_of_legends)_(cosplay),AHRI（英雄联盟）（角色扮演）
medea_(fate)_(cosplay),美狄亚（命运）（角色扮演）
choukai_(kancolle)_(cosplay),Choukai（Kancolle）（角色扮演）
judgement_(tarot),审判（塔罗牌）
grilled_eel,烤鳗
wet_floor_sign,湿地板标志
bluk_berry,Bluk Berry
unconventional_vibrator,非常规振动器
tbf_avenger,TBF复仇者
yogetsu_high_school_uniform,Yogetsu高中校服
moscow,莫斯科
usami_sumireko_(cosplay),Usami Sumireko（角色扮演）
hot_plate,热板
ascot_removed,Ascot删除了
big_boss_(cosplay),大老板（角色扮演）
overalls_removed,工作服被删除
removing,去除
shared_jacket,共享夹克
holding_water,拿着水
borrowing_race,借用比赛
dodge,躲闪
button_prompt,按钮提示
bromide,溴化物
arm_on_thigh,大腿上的手臂
viola_(instrument),中提琴（乐器）
pawoo_username,pawoo用户名
manatee,海牛
assassin_(fate/zero)_(cosplay),刺客（命运/零）（角色扮演）
aqua_bodysuit,Aqua紧身衣裤
riding_shark,骑鲨
caliper,卡尺
cpr,CPR
starpoint_lance_(fire_emblem),Starpoint Lance（Fire Emblem）
black_moon,黑月亮
the_devil_(tarot),魔鬼（塔罗牌）
black_snake,黑蛇
holding_gourd,抱着葫芦
status_bar,状态栏
coffee_milk,咖啡牛奶
cleansed_crystal_mirror,清洁的水晶镜
coyote,土狼
michishio_(kancolle)_(cosplay),Michishio（Kancolle）（角色扮演）
purple_male_swimwear,紫色男性泳衣
embroidered_legwear,绣花腿衣
death_(tarot),死亡（塔罗牌）
holding_pill,拿着药
shiny_lips,嘴唇闪亮
yubi_yubi_(inugami_korone),Yubi Yubi（inugami korone）
impossible_underwear,不可能的内衣
multi-strapped_swimsuit,多间断的泳衣
super_famicom_cartridge,超级Famicom墨盒
